,station,g1,g2,P1,P2
1,4,0.50761011,-0.575805638,1.124727309,1.469555949
2,4,0.87152585,-0.592780755,0.870062876,0.880157196
3,4,-0.255708768,-0.830459596,1.244928802,0.458590773
4,4,-0.170280959,-1.319603336,1.187214928,-0.124006435
5,4,1.070295539,-0.776557476,0.743452148,0.147857409
6,4,0.664915696,0.001057838,-0.031436035,-0.358975245
7,4,1.480811334,-0.373776899,-1.049755559,0.117956621
8,4,2.057020524,0.255665662,-0.705093345,1.192906306
9,4,1.535856686,0.005275614,1.479738885,2.323726221
10,4,0.759869569,-0.258917729,0.704523287,1.47519877
11,4,0.094137584,-0.732378885,1.172974164,0.833562928
12,4,-0.148952602,-1.271909913,0.442522427,0.437361884
13,4,-0.121779412,-1.110689273,-0.138714969,-0.264027311
14,4,-0.063498556,-1.047414052,0.777163081,-0.277881784
15,4,0.437341577,-0.724165758,-0.029185367,0.219787004
16,4,0.635017933,-0.783996788,-1.066260543,-0.007917834
17,4,1.617829283,-0.826621458,-0.064372471,0.561010179
18,4,1.725972824,-0.976748509,0.283965994,1.18280197
19,4,1.344312429,-0.781851964,1.161759869,1.055995388
20,4,0.397564295,-0.166989398,0.414453739,0.520704594
21,4,-0.851534865,0.367788094,0.238003139,0.514578947
22,4,-1.293400856,-0.172789375,-1.035731233,0.402706412
23,4,-1.178531955,-0.09411505,-0.579125202,-0.31903053
24,4,-0.52278546,0.245771866,-1.49957943,-1.489746763
25,4,0.311763343,-0.293332969,-0.151475681,0.386214403
26,4,0.080101915,0.473980564,0.314430411,0.087019995
27,4,-0.828440513,-0.095983459,0.182928515,0.103228393
28,4,-0.226917453,0.126888465,0.239579822,-0.348652756
29,4,0.392684344,0.685208224,0.057713005,1.007295114
30,4,0.761886068,0.803093416,0.090437955,0.629634062
31,4,0.25607315,-0.563721288,0.80417581,1.503166169
32,4,-0.088010678,-0.970021523,0.790743408,1.074327164
33,4,-0.944871929,-0.843907295,0.021816789,1.084193892
34,4,-0.724737477,-0.340342417,0.023255353,-0.356248881
35,4,-0.083075213,-0.192759197,0.371633686,-0.316791707
36,4,0.125221347,-0.587753674,0.123331536,-0.03127724
37,4,0.104241943,-0.379380025,0.637972117,0.544696415
38,4,-0.130983706,0.056621608,0.63991065,0.096208034
39,4,-0.271172986,-0.109289294,0.604782185,-0.142898029
40,4,-0.38939515,0.395694498,0.181940418,-0.201919416
41,4,-0.498465943,-0.232209959,1.23191431,0.242706362
42,4,-0.7186781,-0.485512259,0.393937166,-0.505405789
43,4,0.314120977,-1.060875224,0.481682933,0.058599588
44,4,0.148032575,-0.813870164,-0.466375164,-0.191957846
45,4,-0.547708728,-0.475807465,0.146633093,0.222818617
46,4,0.141440277,-0.034162805,0.099445246,0.798270947
47,4,0.811680706,-0.195652673,1.163822403,1.108657983
48,4,-0.516970802,-0.359372655,1.090613726,0.683510795
49,4,-0.540636693,-1.481163465,1.39183448,-0.266586865
50,4,-0.56112927,-1.272870346,1.298632263,-1.393736254
51,4,-0.307854452,-1.649410541,0.061760971,-0.311005048
52,4,-0.902226811,-0.877930914,0.038036017,-0.085252031
53,4,-1.151466604,-1.21511868,-0.373761976,0.111612602
54,4,-0.431664892,-0.929460084,-1.516929595,-0.872184533
55,4,0.913292444,-0.508186294,-1.264378732,-1.473868891
56,4,0.999808025,-0.156870122,0.24466084,0.03842824
57,4,0.316944765,-0.443882793,0.381788004,0.527726938
58,4,0.341845272,-0.630033067,0.093758175,-0.413453096
59,4,0.030154524,-0.409970274,-0.095551299,0.580015351
60,4,1.075669592,0.08619331,-0.30904849,-0.071103309
61,4,0.671364138,0.208161237,-0.180896754,0.093661009
62,4,1.192191859,0.409917194,0.336542095,0.557725969
63,4,1.293910978,-0.309448898,0.316272129,1.025188821
64,4,-0.099679427,-0.256121743,0.735602422,0.047298353
65,4,-0.266677534,0.619385477,1.656029537,0.324611313
66,4,0.81677131,-0.17012871,1.079940918,0.862043666
67,4,0.845481344,-0.877655886,0.896364401,0.165713492
68,4,0.968201563,0.320090982,0.903079505,1.211799698
69,4,1.341882815,0.40933715,0.85313451,1.628245036
70,4,0.590515643,1.093674336,0.982908525,0.473357962
71,4,0.760518876,0.82714798,0.921148138,0.209620424
72,4,1.240514501,0.432265564,0.138577704,0.1075597
73,4,0.607672149,1.412586197,0.106691571,0.876418326
74,4,0.959587754,0.284346939,0.246198365,0.433557496
75,4,1.091165177,0.042400164,-0.196289609,0.239895834
76,4,2.011644109,0.514347354,-0.096259534,0.40208886
77,4,2.013448198,0.872603369,-0.682640264,1.802839184
78,4,2.179193413,0.636954399,0.002090763,1.521489908
79,4,1.308160967,0.141375358,1.187354774,1.406714885
80,4,1.168163108,0.445221684,1.386592866,1.064350266
81,4,1.013444576,-0.307998715,2.02033757,0.956098566
82,4,0.161364415,-0.593359547,0.578679577,0.204514992
83,4,0.247866206,-0.297959298,-0.412778192,0.567404597
84,4,0.93361267,-0.134335245,-0.959181041,-0.733148342
85,4,0.433772225,-0.056919969,-0.13969627,-0.279672439
86,4,0.082337289,0.11479597,-0.530075499,0.184069893
87,4,1.249746578,-0.00900232,-0.39975186,0.991509747
88,4,0.912790313,0.083462237,0.087342866,-0.40357178
89,4,1.167956952,0.34888816,0.292720595,0.66314629
90,4,1.981736088,0.02963399,0.12513898,1.012951168
91,4,2.18224073,0.386283842,0.380335593,1.474324133
92,4,2.390958287,0.497109487,0.374950446,1.726157849
93,4,1.38780748,0.30685567,1.135537522,1.462414096
94,4,1.169700067,0.384772707,0.715214223,0.828028791
95,4,1.090199658,-0.270049275,1.2502387,0.774424137
96,4,0.61576624,0.315486547,1.196114777,1.642218253
97,4,0.713495594,-0.565990992,1.428385555,1.152211412
98,4,-0.267610767,-0.809074489,1.678032219,-0.226806466
99,4,-0.794144134,-0.978800275,-0.194144039,-0.133496118
100,4,-0.028235784,-0.665895042,0.133670604,-0.018671297
101,4,-0.799161168,-0.579565187,-0.470363431,-0.762582174
102,4,0.078603521,-1.197265352,-0.326816722,0.040008698
